category_class	label	definition	synonyms	subsets	crossreferences	txgnn	medical_specialization	anatomical
MONDO:0016857	blepharophimosis-epicanthus inversus-ptosis due to 3q23 rearrangement syndrome	Blepharophimosis - epicanthus inversus - ptosis (BPES) due to 3q23 microdeletion is a form of BPES, which in addition to the classical eyelids features of BPES, present genitourinary anomalies, spastic diplegia and speech delay.		mondo:ordo_etiological_subtype; mondo:rare; mondo:nord_rare; mondo:obsoletion_candidate; mondo:gard_rare	Orphanet:261559	neurodegenerative_disease | genetic disorder | eye disease	genetics_and_genomics | ophthalmology | pediatric	eye_disorder|muscle_disorder|spinal_disorder
MONDO:0007201	blepharophimosis, ptosis, and epicanthus inversus syndrome	Blepharophimosis, Ptosis, and Epicanthus Inversus syndrome (BPES) is an ophthalmic disorder characterized by blepharophimosis, ptosis, epicanthus inversus, and telecanthus, that can appear associated with (type I) or without premature ovarian failure (POF) (type II).	Blepharophimosis, Ptosis, Epicanthus Inversus Syndrome; blepharophimosis-epicanthus inversus-ptosis syndrome; blepharophimosis, ptosis, epicanthus inversus syndrome; blepharophimosis, ptosis, and epicanthus inversus syndrome; blepharophimosis types 1 and 2; BPES; blepharophimosis, epicanthus inversus, and ptosis, type 2; blepharophimosis, ptosis, and epicanthus inversus; blepharophimosis, epicanthus inversus, and ptosis, type 1	mondo:ordo_malformation_syndrome; mondo:nord_rare; mondo:rare; mondo:orphanet_rare; mondo:otar; mondo:gard_rare; mondo:ordo_disorder	MESH:C562419; UMLS:C0220663; MEDGEN:66312; GARD:23; SCTID:715391004; Orphanet:126; OMIM:110100; DOID:14778; NORD:862	autoimmune_diseases | genetic_disorder | congenital_anomaly	neurology | genetics_and_genomics | ophthalmology | pediatric	eye_disorder | eye_disorder | skin_disorder
MONDO:0011432	blepharophimosis - intellectual disability syndrome, Verloes type		BMRS type V; BMRS, Verloes type; blepharophimosis-intellectual disability syndrome type V	mondo:otar; mondo:nord_rare; mondo:ordo_malformation_syndrome; mondo:ordo_disorder; mondo:gard_rare; mondo:orphanet_rare; mondo:rare	OMIM:604314; UMLS:C1858538; GARD:17342; MEDGEN:347661; MESH:C565797; Orphanet:293725	neurodegenerative_disease | mental_health_disorder | metabolic_disorder	genetics_and_genomics | pediatric | neurology	eye_disorder | brain_disorder
MONDO:0011365	blepharophimosis - intellectual disability syndrome, SBBYS type	Blepharophimosis-intellectual disability syndrome, SBBYS type is characterized by the association of congenital hypothyroidism, facial dysmorphism (microcephaly, blepharophimosis, a bulbous nose, thin lip, low-set ears and micrognathia), postaxial polydactyly and severe intellectual deficit. Less than 20 cases have been reported so far. Cryptorchidism is present in affected males. Some patients also have cardiac anomalies (interventricular communication), hypotonia and growth delay. Autosomal recessive inheritance has been suggested.	Say-Barber-Biesecker-Young-Simpson syndrome; Ohdo syndrome, SBBYS variant; hypothyroidism-dysmorphism-postaxial polydactyly-intellectual disability syndrome; SBBYSS; blepharophimosis - intellectual disability syndrome, SBBYS type; SBBYSS syndrome	mondo:ordo_disorder; mondo:nord_rare; mondo:otar; mondo:orphanet_rare; mondo:rare; mondo:ordo_malformation_syndrome; mondo:gard_rare	UMLS:C1863557; ICD9:759.89; OMIM:603736; MEDGEN:350209; Orphanet:3047; SCTID:699298009; GARD:16618; NANDO:2200982; NANDO:1200681; MESH:C536717; DOID:0060290	metabolic_disorder|neurodegenerative_disease	genetics_and_genomics | neurology | pediatric	eye_disorder | brain_disorder
MONDO:0009583	blepharophimosis - intellectual disability syndrome, Ohdo type	Ohdo blepharophimosis syndrome (OBS) is a multiple congenital malformation syndrome characterized by blepharophimosis, ptosis, dental hypoplasia, hearing impairment and intellectual disability.	BMRS, Ohdo type; blepharophimosis syndrome, Ohdo type; Ohdo-Madokoro-Sonoda syndrome; Ohdo syndrome	mondo:nord_rare; mondo:ordo_malformation_syndrome; mondo:rare; mondo:gard_rare; mondo:otar; mondo:orphanet_rare; mondo:ordo_disorder	UMLS:C0796094; ICD9:374.89; MEDGEN:162905; OMIM:249620; SCTID:412787009; ICD9:525.8; Orphanet:2728; GARD:3348	neurodegenerative_disease | metabolic_disorder | mental_health_disorder	genetics_and_genomics|pediatric|neurology	eye_disorder|brain_disorder
MONDO:0010477	blepharophimosis - intellectual disability syndrome, MKB type	The Maat-Kievit-Brunner type of Ohdo syndrome is a rare condition characterized by intellectual disability and distinctive facial features. It has only been reported in males.	X-linked Ohdo syndrome; Ohdo syndrome, X-linked, X-linked recessive; BMRS, Maat-Kievit-Brunner type; BMRS, MKB type; blepharophimosis-intellectual disability syndrome, Maat-Kievit-Brunner type	mondo:otar; mondo:nord_rare; mondo:rare; mondo:ordo_disorder; mondo:ordo_malformation_syndrome; mondo:orphanet_rare; mondo:gard_rare	ICD9:759.89; Orphanet:293707; SCTID:699297004; GARD:17341; UMLS:C3698541; MEDGEN:785805; OMIM:300895	neurodegenerative_disease|mental_health_disorder	genetics_and_genomics | neurology | pediatric	eye_disorder | brain_disorder
MONDO:0007200	blepharonasofacial malformation syndrome	Blepharonasofacial syndrome is a rare otorhinolaryngological malformation syndrome characterized by a distinctive mask-like facial dysmorphism, lacrimal duct obstruction, extrapyramidal features, digital malformations and intellectual disability.	Pashayan-Prozansky syndrome; Pashayan syndrome; blepharonasofacial malformation syndrome	mondo:ordo_malformation_syndrome; mondo:nord_rare; mondo:rare; mondo:orphanet_rare; mondo:otar; mondo:gard_rare; mondo:ordo_disorder	MEDGEN:163226; GARD:4238; SCTID:717913006; Orphanet:1252; UMLS:C0796197; MESH:C536303; OMIM:110050	"neurodegenerative_disease | congenital_anomaly_disorder | metabolic_disorder 

Corrected response based on category list provided: 
metabolic_disorder | congenital_anomaly_disorder"	genetics_and_genomics | ophthalmology | pediatric	eye_disorder | other
MONDO:0002307	blepharoconjunctivitis	Inflammation of both the eyelids and the conjunctiva.			NCIT:C34430; ICD9:372.2; ICD10CM:H10.5; DOID:2456; SCTID:68659002; ICD9:372.20; icd11.foundation:956823887; MEDGEN:2669; UMLS:C0005743	autoimmune_diseases|inflammatory_disease	dermatology | ophthalmology	eye_disorder|conjunctivitis
MONDO:0040503	blepharocheilodontic syndrome 2	Any blepharo-cheilo-odontic syndrome in which the cause of the disease is a mutation in the CTNND1 gene.	CTNND1 blepharo-cheilo-odontic syndrome; blepharo-cheilo-odontic syndrome caused by mutation in CTNND1	mondo:nord_rare; mondo:gard_rare; mondo:rare	MEDGEN:1623594; GARD:16244; OMIM:617681; DOID:0080346; UMLS:C4540127	neurodegenerative_disease | autoimmune_diseases | metabolic_disorder	pediatric | genetics_and_genomics | ophthalmology	eye_disorder | teeth_disorder
MONDO:0054740	blepharocheilodontic syndrome 1	Any blepharo-cheilo-odontic syndrome in which the cause of the disease is a mutation in the CDH1 gene.	CDH1 blepharo-cheilo-odontic syndrome; blepharo-cheilo-odontic syndrome caused by mutation in CDH1; blepharocheilodontic syndrome 1	mondo:nord_rare; mondo:gard_rare; mondo:rare	MEDGEN:1632198; OMIM:119580; DOID:0080345; UMLS:C4551988	neurodegenerative_disease|autoimmune_diseases	genetics_and_genomics | ophthalmology	eye_disorder | teeth_disorder
MONDO:0007339	blepharocheilodontic syndrome	An ectodermal dysplasia syndrome characterized by the association of abnormalities of the eyelids, lips, and teeth.	Elsching syndrome; blepharocheilodontic syndrome; ectropion inferior-cleft lip and or palate syndrome; clefting-ectropion-conical teeth syndrome; ectropion inferior-cleft lip and/or palate syndrome; blepharo-cheilo-odontic syndrome; BCD syndrome; lagophthalmia-cleft lip and palate syndrome	mondo:prototype_pattern; mondo:nord_rare; mondo:ordo_disorder; mondo:rare; mondo:orphanet_rare; mondo:gard_rare; mondo:ordo_malformation_syndrome	DOID:0080344; SCTID:717911008; MEDGEN:349302; UMLS:C1861536; GARD:2071; MESH:C536188; icd11.foundation:755252042; OMIMPS:119580; Orphanet:1997	neurodegenerative_disease | metabolic_disorder | autoimmune_diseases | inflammatory_disease | other	genetics_and_genomics | pediatric | ophthalmology	eye_disorder|teeth_disorder
MONDO:0007199	blepharochalasis, superior		blepharochalasis, superior		MEDGEN:349465; UMLS:C1862275; MESH:C566223; OMIM:110000	autoimmune_diseases|inflammatory_disease	dermatology | ophthalmology	eye_disorder|eye_disorder
MONDO:0002660	blepharochalasis	An eyelid disease that is characterized by exacerbations and remissions of eyelid edema, which results in a stretching and subsequent atrophy of the eyelid tissue, leading to the formation of redundant folds over the lid margins.	blepharochalasis; blepharochalasis (disease)		ICD10CM:H02.3; DOID:348; ICD9:374.34; UMLS:C0005742; SCTID:47704002; MEDGEN:14154; HP:0010749; icd11.foundation:583527617	autoimmune_diseases | inflammatory_disease | other	ophthalmology | dermatology	eye_disorder|skin_disorder
MONDO:0022580	blepharo naso facial syndrome van Maldergem type	A syndrome characterized by expressionless facies, thickened facial skin, telecanthus with blepharophimosis, lacrimal duct anomalies, unusual nasal shape, and mild excess interdigital webbing.		mondo:obsoletion_candidate		neurodegenerative_disease | autoimmune_diseases | inflammatory_disease	dermatology | ophthalmology | otolaryngology	eye_disorder | nose_disorder | skin_disorder
MONDO:0004785	blepharitis	Inflammation of the eyelids near the eyelashes.	inflammation of eyelid; eyelid inflammation	mondo:otar	MESH:D001762; NCIT:C112183; ICD10CM:H01.0; DOID:9423; UMLS:C0005741; ICD9:373.00; SCTID:41446000; ICD9:373.8; ICD9:373.9; EFO:0009536; MEDGEN:598; ICD9:373.4; ICD9:373.0	inflammatory_disease | autoimmune_diseases	dermatology|ophthalmology	eye_disorder | skin_disorder
MONDO:0958229	bleeding disorder, vascular-type				OMIM:620715	cardiovascular_disorder | bleeding disorder is a type of vascular disease	hematology|cardiology|vascular-type is not in the list so I removed it	blood_bone_marrow_disorder | vascular_disorder
MONDO:0957580	bleeding disorder, platelet-type, 25			mondo:gard_rare; mondo:rare	UMLS:C5882683; OMIM:620486; MEDGEN:1846290	metabolic disorder | anemia | inflammatory disease | autoimmune diseases | platelet-type is a bleeding disorder	| hematology | genetics_and_genomics	vascular_disorder | blood_bone_marrow_disorder
MONDO:0030996	bleeding disorder, platelet-type, 24		Glanzmann Thrombasthenia-Like With Macrothrombocytopenia 2; bleeding disorder, platelet-type, 24, autosomal dominant; bleeding disorder, platelet-type, 24; BDPLT24	mondo:gard_rare; mondo:rare; mondo:nord_rare; mondo:otar	GARD:18273; UMLS:C5543280; MEDGEN:1785711; OMIM:619271	platelet-type | bleeding disorder	hematology|genetics_and_genomics|pediatric	blood_bone_marrow_disorder|platelet_type_vascular_disorder
MONDO:0032765	bleeding disorder, platelet-type, 22			mondo:rare; mondo:gard_rare; mondo:nord_rare	MEDGEN:1673822; OMIM:618462; UMLS:C5193111	metabolic_disorder | bleeding_disorder | platelet-type is not in the list so this will be omitted	hematology | platelet-type | genetics_and_genomics	blood_bone_marrow_disorder | vascular_disorder
MONDO:0054577	bleeding disorder, platelet-type, 21		bleeding disorder, platelet-type, 21	mondo:rare; mondo:clingen; mondo:nord_rare; mondo:gard_rare	GARD:16230; MEDGEN:1386863; UMLS:C4479515; OMIM:617443	| metabolic_disorder | bleeding_disorder | anemia	hematology | genetics_and_genomics | platelet-type indicates a genetic component to the disease so both categories apply here	blood_bone_marrow_disorder | vascular_disorder
MONDO:0800446	bleeding diathesis due to thromboxane synthesis deficiency	A rare, genetic, isolated constitutional thrombocytopenia disease characterized by impaired platelet aggregation resulting from a defect in thromboxane synthesis or signaling, manifesting with mild to moderate mucocutaneous, gastrointestinal or surgical bleeding (e.g. easy bruising, prolonged epistaxis, excessive bleeding after a tooth extraction).		mondo:orphanet_rare; mondo:rare; mondo:ordo_disorder; mondo:gard_rare	Orphanet:220443; icd11.foundation:1676860885; GARD:17132; MEDGEN:1678745; UMLS:C5190857	metabolic_disorder | cardiovascular_disorder	hematology|genetics_and_genomics|cardiology	blood_bone_marrow_disorder | vascular_disorder
MONDO:0005672	blastomycosis	Blastomycosis is a rare infection that may develop when people inhale a fungus called Blastomyces dermatitidis, a fungus that is found in moist soil, particularly where there is rotting vegetation. The fungus enters the body through the lungs, infecting them. The fungus then spreads to other areas of the body.The infection may affect the skin, bones and joints, and other areas. The disease usually affects people with weakened immune systems, such as those with HIV or who have had an organ transplant.	Blastomyces dermatitidis infectious disease; Gilchrist's disease; Chicago disease; infection by Blastomyces dermatitidis; Blastomyces dermatitidis infection; Blastomyces dermatitidis disease or disorder; North American blastomycosis; blastomycotic infection; Blastomyces dermatitidis caused disease or disorder	mondo:otar	ICD9:116; EFO:0007174; CSP:1988-4119; MEDGEN:597; NCIT:C34428; NCIT:C34429; DOID:12663; UMLS:C0005716; ICD10CM:B40; icd11.foundation:1968108845; SCTID:191950004; MESH:D001759; ICD9:116.0	inflammatory_disease | autoimmune_diseases | cancer	dermatology | pulmonology | pediatrics	lung_disorder|immune_disorder|skin_disorder
MONDO:0003320	blastema predominant kidney Wilms tumor	Wilms tumor of the kidney characterized by the predominance of the blastema component.	blastema predominant renal Wilms' tumor; blastema predominant nephroblastoma; blastema predominant Wilms tumor; blastema predominant renal Wilms tumour; blastema predominant renal Wilm's tumor; blastema predominant renal Wilms' tumour; blastema predominant Wilms tumour; blastema predominant renal adenosarcoma; blastema predominant kidney Wilms tumor; blastema predominant renal Wilms tumor; blastema predominant kidney adenosarcoma; blastema predominant renal Wilm's tumour	mondo:gard_rare; mondo:rare	UMLS:C0279609; DOID:5182; NCIT:C9147; MEDGEN:83528	kidney cancer | cancer	pediatric | oncology | urology	kidney_disorder | urinary_tract_disorder | other
MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-ABL1 positive	An advanced phase of chronic myelogenous leukemia. It is characterized by: 1. the presence of blasts in the peripheral blood or bone marrow that are at least 20% of the peripheral blood white cells or of the nucleated cells in the bone marrow respectively, or 2. an extramedullary proliferation of blasts, and/or 3. when there are large aggregates and clusters of blasts in the bone marrow biopsy specimen (adapted from WHO, 2001).	blast phase chronic myeloid leukemia; blastic phase chronic myeloid leukaemia; blastic phase chronic granulocytic leukemia; blast phase CML; blast phase chronic granulocytic leukemia; blastic phase chronic granulocytic leukaemia; blast phase chronic myeloid leukaemia; blast phase chronic myelocytic leukaemia; blast crisis; blastic phase chronic myeloid leukemia; blastic phase CML; blast phase chronic myelogenous leukemia; blastic phase chronic myelocytic leukemia; blastic phase chronic myelocytic leukaemia; blast phase chronic myelogenous leukaemia; blast phase chronic myelocytic leukemia; blast phase chronic granulocytic leukaemia; blastic phase chronic myelogenous leukaemia; blastic phase chronic myelogenous leukemia	mondo:nord_rare; mondo:gard_rare; mondo:otar; mondo:rare	MEDGEN:2281; EFO:1000131; SCTID:413656006; NCIT:C9110; MESH:D001752; UMLS:C0005699	cancer | leukemia	hematology | oncology	blood_bone_marrow_disorder|lymphatic_disorder|immune_disorder
